UniprotID,No. Partners
EVPLL_HUMAN,0
EVX1_HUMAN,0
EVX2_HUMAN,4
EWS_HUMAN,589
EX3L1_HUMAN,2
EX3L2_HUMAN,4
EX3L4_HUMAN,0
EXAS1_HUMAN,2
EXC1L_HUMAN,0
EXC6B_HUMAN,9
EXD1_HUMAN,0
EXD2_HUMAN,3
EXO1_HUMAN,21
EXO5_HUMAN,1
EXOC1_HUMAN,78
EXOC2_HUMAN,17
EXOC3_HUMAN,33
EXOC4_HUMAN,22
EXOC5_HUMAN,40
EXOC6_HUMAN,23
EXOC7_HUMAN,19
EXOC8_HUMAN,82
EXOG_HUMAN,0
EXOS1_HUMAN,51
EXOS2_HUMAN,49
EXOS3_HUMAN,25
EXOS4_HUMAN,83
EXOS5_HUMAN,94
EXOS6_HUMAN,29
EXOS7_HUMAN,27
EXOS8_HUMAN,59
EXOS9_HUMAN,40
EXOSX_HUMAN,34
EXPH5_HUMAN,1
EXT1_HUMAN,6
EXT2_HUMAN,24
EXTL1_HUMAN,3
EXTL2_HUMAN,0
EXTL3_HUMAN,2
EYA1_HUMAN,37
EYA2_HUMAN,112
EYA3_HUMAN,34
EYA4_HUMAN,65
EYS_HUMAN,0
EZH1_HUMAN,15
EZH2_HUMAN,678
EZHIP_HUMAN,0
EZRI_HUMAN,256
F102A_HUMAN,2
F102B_HUMAN,0
F104A_HUMAN,3
F104B_HUMAN,0
F106A_HUMAN,0
F106C_HUMAN,0
F107A_HUMAN,46
F107B_HUMAN,5
F10A1_HUMAN,14
F10A5_HUMAN,0
F10C1_HUMAN,26
F110A_HUMAN,47
F110B_HUMAN,3
F110C_HUMAN,3
F110D_HUMAN,0
F111A_HUMAN,1
F111B_HUMAN,0
F1142_HUMAN,11
F117A_HUMAN,2
F117B_HUMAN,17
F118A_HUMAN,11
F118B_HUMAN,28
F120A_HUMAN,0
F120B_HUMAN,4
F120C_HUMAN,2
F120S_HUMAN,0
F122A_HUMAN,9
F122B_HUMAN,1
F124A_HUMAN,6
F124B_HUMAN,43
F126B_HUMAN,3
F131A_HUMAN,0
F131B_HUMAN,29
F131C_HUMAN,2
F133A_HUMAN,4
F133B_HUMAN,1
F135A_HUMAN,0
F135B_HUMAN,2
F136A_HUMAN,56
F13A_HUMAN,4
F13B_HUMAN,1
F149A_HUMAN,0
F149B_HUMAN,1
F151A_HUMAN,1
F151B_HUMAN,0
F153A_HUMAN,0
F153B_HUMAN,13
F155A_HUMAN,0
F155B_HUMAN,0
F157A_HUMAN,0
F157B_HUMAN,0
F157C_HUMAN,0
F161A_HUMAN,64
F161B_HUMAN,27
F162A_HUMAN,13
F162B_HUMAN,0
F163A_HUMAN,7
F163B_HUMAN,0
F166A_HUMAN,0
F166B_HUMAN,0
F166C_HUMAN,0
F167A_HUMAN,52
F167B_HUMAN,0
F168A_HUMAN,66
F168B_HUMAN,22
F169A_HUMAN,0
F169B_HUMAN,0
F16A1_HUMAN,0
F16A2_HUMAN,3
F16B1_HUMAN,0
F16B2_HUMAN,6
F16P1_HUMAN,10
F16P2_HUMAN,4
F170A_HUMAN,15
F170B_HUMAN,0
F1711_HUMAN,1
F1712_HUMAN,0
F171B_HUMAN,9
F172A_HUMAN,0
F172B_HUMAN,0
F174A_HUMAN,59
F174B_HUMAN,0
F174C_HUMAN,0
F177A_HUMAN,29
F177B_HUMAN,0
F178B_HUMAN,0
F180A_HUMAN,0
F180B_HUMAN,0
F181A_HUMAN,0
F181B_HUMAN,0
F182A_HUMAN,0
F182B_HUMAN,0
F183A_HUMAN,0
F183B_HUMAN,0
F184A_HUMAN,2
F184B_HUMAN,0
F185A_HUMAN,0
F186A_HUMAN,0
F186B_HUMAN,0
F187A_HUMAN,0
F187B_HUMAN,13
F1891_HUMAN,0
F1892_HUMAN,76
F189B_HUMAN,68
F193A_HUMAN,0
F193B_HUMAN,4
F199X_HUMAN,1
F200A_HUMAN,3
F200B_HUMAN,0
F201A_HUMAN,0
F204A_HUMAN,9
F205A_HUMAN,0
F205B_HUMAN,0
F205C_HUMAN,0
F207A_HUMAN,1
F209A_HUMAN,177
F209B_HUMAN,0
F210A_HUMAN,9
F210B_HUMAN,42
F214A_HUMAN,2
F214B_HUMAN,60
F215A_HUMAN,0
F216A_HUMAN,0
F216B_HUMAN,0
F217A_HUMAN,0
F217B_HUMAN,10
F218A_HUMAN,0
F219A_HUMAN,24
F219B_HUMAN,7
F220A_HUMAN,0
F220P_HUMAN,0
F221A_HUMAN,8
F221B_HUMAN,8
F222A_HUMAN,7
F222B_HUMAN,16
F222C_HUMAN,0
F223A_HUMAN,0
F223B_HUMAN,0
F227A_HUMAN,0
F227B_HUMAN,0
F228A_HUMAN,2
F228B_HUMAN,0
F229A_HUMAN,0
F229B_HUMAN,2
F231L_HUMAN,0
F234A_HUMAN,0
F234B_HUMAN,35
F236A_HUMAN,0
F236B_HUMAN,0
F236C_HUMAN,0
F236D_HUMAN,0
F237A_HUMAN,0
F237B_HUMAN,0
F240A_HUMAN,0
F240B_HUMAN,0
F240C_HUMAN,0
F241A_HUMAN,0
F241B_HUMAN,5
F243A_HUMAN,0
F243B_HUMAN,0
F261_HUMAN,11
F262_HUMAN,16
F263_HUMAN,5
F264_HUMAN,5
F27D1_HUMAN,0
F27E3_HUMAN,0
F71E1_HUMAN,0
F71E2_HUMAN,2
F71F1_HUMAN,2
F71F2_HUMAN,2
F74A1_HUMAN,0
F74A3_HUMAN,0
F74A7_HUMAN,0
F86B1_HUMAN,0
F86B2_HUMAN,15
F86C2_HUMAN,0
F86JP_HUMAN,0
F90A1_HUMAN,65
F90A2_HUMAN,0
F90A5_HUMAN,0
F90A7_HUMAN,0
F90A8_HUMAN,0
F90A9_HUMAN,0
F90AA_HUMAN,0
F90AC_HUMAN,0
F90AD_HUMAN,0
F90AE_HUMAN,0
F90AG_HUMAN,0
F90AI_HUMAN,0
F90AJ_HUMAN,0
F90AK_HUMAN,0
F90AM_HUMAN,0
F90AN_HUMAN,0
F90AO_HUMAN,0
F90AP_HUMAN,0
F90AR_HUMAN,0
F91A1_HUMAN,0
F91A2_HUMAN,0
FA10_HUMAN,12
FA11_HUMAN,3
FA12_HUMAN,10
FA13A_HUMAN,1
FA13B_HUMAN,0
FA13C_HUMAN,7
FA156_HUMAN,2
FA20A_HUMAN,0
FA20C_HUMAN,0
FA24A_HUMAN,0
FA24B_HUMAN,1
FA2H_HUMAN,25
FA30A_HUMAN,0
FA32A_HUMAN,2
FA43A_HUMAN,11
FA43B_HUMAN,0
FA47A_HUMAN,0
FA47B_HUMAN,1
FA47C_HUMAN,0
FA47D_HUMAN,0
FA47E_HUMAN,0
FA5_HUMAN,2
FA50A_HUMAN,19
FA50B_HUMAN,18
FA53A_HUMAN,1
FA53B_HUMAN,1
FA53C_HUMAN,41
FA66E_HUMAN,0
FA7_HUMAN,5
FA71A_HUMAN,0
FA71B_HUMAN,0
FA71C_HUMAN,8
FA71D_HUMAN,2
FA72A_HUMAN,0
FA72B_HUMAN,1
FA72C_HUMAN,0
FA72D_HUMAN,0
FA76A_HUMAN,0
FA76B_HUMAN,20
FA78A_HUMAN,3
FA78B_HUMAN,5
FA8_HUMAN,6
FA81A_HUMAN,2
FA81B_HUMAN,6
FA83A_HUMAN,15
FA83B_HUMAN,0
FA83C_HUMAN,0
FA83D_HUMAN,15
FA83E_HUMAN,0
FA83F_HUMAN,0
FA83G_HUMAN,0
FA83H_HUMAN,11
FA86C_HUMAN,5
FA87A_HUMAN,0
FA89A_HUMAN,0
FA8A1_HUMAN,18
FA9_HUMAN,32
FA92A_HUMAN,0
FA92B_HUMAN,0
FA98A_HUMAN,14
FA98B_HUMAN,8
FA98C_HUMAN,0
FAAA_HUMAN,11
FAAH1_HUMAN,1
FAAH2_HUMAN,1
FAAS1_HUMAN,0
FABD_HUMAN,16
FABP4_HUMAN,17
FABP5_HUMAN,8
FABP6_HUMAN,0
FABP7_HUMAN,2
FABP9_HUMAN,0
FABPH_HUMAN,18
FABPI_HUMAN,1
FABPL_HUMAN,2
FACC1_HUMAN,8
FACD2_HUMAN,62
FACE1_HUMAN,24
FACE2_HUMAN,1
FACOS_HUMAN,0
FACR1_HUMAN,0
FACR2_HUMAN,0
FAD1_HUMAN,6
FADD_HUMAN,72
FADS1_HUMAN,5
FADS2_HUMAN,4
FADS3_HUMAN,17
FADS6_HUMAN,8
FAF1_HUMAN,241
FAF2_HUMAN,205
FAH2A_HUMAN,10
FAH2B_HUMAN,0
FAHD1_HUMAN,13
FAIM1_HUMAN,2
FAIM3_HUMAN,2
FAK1_HUMAN,87
FAK2_HUMAN,45
FAKD1_HUMAN,0
FAKD2_HUMAN,8
FAKD3_HUMAN,1
FAKD4_HUMAN,27
FAKD5_HUMAN,1
FAM27_HUMAN,0
FAM3A_HUMAN,4
FAM3B_HUMAN,8
FAM3C_HUMAN,22
FAM3D_HUMAN,2
FAM74_HUMAN,0
FAM9A_HUMAN,33
FAM9B_HUMAN,10
FAM9C_HUMAN,1
FAN_HUMAN,31
FAN1_HUMAN,52
FANCA_HUMAN,74
FANCB_HUMAN,10
FANCC_HUMAN,49
FANCE_HUMAN,13
FANCF_HUMAN,13
FANCG_HUMAN,57
FANCI_HUMAN,31
FANCJ_HUMAN,145
FANCL_HUMAN,46
FANCM_HUMAN,28
FANK1_HUMAN,5
FAP20_HUMAN,31
FAP24_HUMAN,16
FARP1_HUMAN,0
FARP2_HUMAN,11
FAS_HUMAN,115
FASTK_HUMAN,2
FAT1_HUMAN,8
FAT2_HUMAN,0
FAT3_HUMAN,1
FAT4_HUMAN,1
FATE1_HUMAN,41
FAXC_HUMAN,3
FB5L3_HUMAN,0
FBAS1_HUMAN,0
FBCD1_HUMAN,4
FBF1_HUMAN,239
FBH1_HUMAN,13
FBLI1_HUMAN,8
FBLL1_HUMAN,0
FBLN1_HUMAN,42
FBLN2_HUMAN,2
FBLN3_HUMAN,59
FBLN4_HUMAN,50
FBLN5_HUMAN,3
FBLN7_HUMAN,5
FBN1_HUMAN,4
FBN2_HUMAN,0
FBN3_HUMAN,0
FBP12_HUMAN,0
FBP1L_HUMAN,5
FBRL_HUMAN,321
FBRS_HUMAN,3
FBSL_HUMAN,0
FBSP1_HUMAN,12
FBW10_HUMAN,0
FBW12_HUMAN,2
FBW1A_HUMAN,342
FBW1B_HUMAN,388
FBX10_HUMAN,1
FBX11_HUMAN,8
FBX15_HUMAN,8
FBX16_HUMAN,3
FBX17_HUMAN,18
FBX2_HUMAN,21
FBX21_HUMAN,31
FBX22_HUMAN,13
FBX24_HUMAN,3
FBX25_HUMAN,194
FBX27_HUMAN,7
FBX28_HUMAN,34
FBX3_HUMAN,7
FBX30_HUMAN,2
FBX31_HUMAN,24
FBX32_HUMAN,29
FBX33_HUMAN,2
FBX34_HUMAN,21
FBX36_HUMAN,1
FBX38_HUMAN,113
FBX39_HUMAN,0
FBX4_HUMAN,14
FBX40_HUMAN,5
FBX41_HUMAN,0
FBX42_HUMAN,10
FBX43_HUMAN,1
FBX44_HUMAN,14
FBX46_HUMAN,10
FBX47_HUMAN,0
FBX48_HUMAN,0
FBX5_HUMAN,18
FBX50_HUMAN,0
FBX6_HUMAN,618
FBX7_HUMAN,500
FBX8_HUMAN,6
FBX9_HUMAN,2
FBXL2_HUMAN,19
FBXL3_HUMAN,12
FBXL4_HUMAN,34
FBXL5_HUMAN,35
FBXL6_HUMAN,6
FBXL7_HUMAN,8
FBXL8_HUMAN,1
FBXW2_HUMAN,13
FBXW4_HUMAN,43
FBXW5_HUMAN,36
FBXW7_HUMAN,357
FBXW8_HUMAN,33
FBXW9_HUMAN,2
FCAMR_HUMAN,1
FCAR_HUMAN,5
FCER2_HUMAN,1
FCERA_HUMAN,2
FCERB_HUMAN,2
FCERG_HUMAN,32
FCF1_HUMAN,48
FCG2A_HUMAN,31
FCG2B_HUMAN,12
FCG2C_HUMAN,0
FCG3A_HUMAN,12
FCG3B_HUMAN,19
FCGBP_HUMAN,0
FCGR1_HUMAN,26
FCGRB_HUMAN,0
FCGRN_HUMAN,55
FCHO1_HUMAN,44
FCHO2_HUMAN,11
FCL_HUMAN,12
FCN1_HUMAN,13
FCN2_HUMAN,0
FCN3_HUMAN,1
FCRL1_HUMAN,1
FCRL2_HUMAN,7
FCRL3_HUMAN,6
FCRL4_HUMAN,6
FCRL5_HUMAN,7
FCRL6_HUMAN,0
FCRLA_HUMAN,35
FCRLB_HUMAN,7
FCSD1_HUMAN,7
FCSD2_HUMAN,41
FCSK_HUMAN,1
FDFT_HUMAN,20
FDSCP_HUMAN,2
FDX2_HUMAN,10
FDXA1_HUMAN,3
FEAS1_HUMAN,0
FEAS2_HUMAN,0
FEM1A_HUMAN,6
FEM1B_HUMAN,10
FEM1C_HUMAN,4
FEN1_HUMAN,29
FER_HUMAN,14
FER3L_HUMAN,14
FERM1_HUMAN,11
FERM2_HUMAN,38
FES_HUMAN,17
FETA_HUMAN,19
FETUA_HUMAN,3
FETUB_HUMAN,6
FEV_HUMAN,0
FEZ1_HUMAN,51
FEZ2_HUMAN,16
FEZF1_HUMAN,4
FEZF2_HUMAN,1
FFAR1_HUMAN,0
FFAR2_HUMAN,80
FFAR3_HUMAN,5
FFAR4_HUMAN,0
FGD1_HUMAN,12
FGD2_HUMAN,3
FGD3_HUMAN,0
FGD4_HUMAN,2
FGD5_HUMAN,2
FGD6_HUMAN,4
FGF1_HUMAN,26
FGF10_HUMAN,7
FGF11_HUMAN,128
FGF12_HUMAN,15
FGF13_HUMAN,1
FGF14_HUMAN,11
FGF16_HUMAN,3
FGF17_HUMAN,3
FGF18_HUMAN,3
FGF19_HUMAN,1
FGF2_HUMAN,12
FGF20_HUMAN,2
FGF21_HUMAN,2
FGF22_HUMAN,2
FGF23_HUMAN,2
FGF3_HUMAN,56
FGF4_HUMAN,0
FGF5_HUMAN,5
FGF6_HUMAN,0
FGF7_HUMAN,6
FGF8_HUMAN,100
FGF9_HUMAN,11
FGFP1_HUMAN,5
FGFP2_HUMAN,2
FGFP3_HUMAN,0
FGFR1_HUMAN,128
FGFR2_HUMAN,69
FGFR3_HUMAN,41
FGFR4_HUMAN,33
FGGY_HUMAN,1
FGL1_HUMAN,67
FGL2_HUMAN,11
FGOP2_HUMAN,39
FGR_HUMAN,11
FGRL1_HUMAN,14
FHAD1_HUMAN,0
FHDC1_HUMAN,0
FHIT_HUMAN,6
FHL1_HUMAN,36
FHL17_HUMAN,5
FHL19_HUMAN,0
FHL2_HUMAN,134
FHL3_HUMAN,131
FHL5_HUMAN,75
FHOD1_HUMAN,4
FHOD3_HUMAN,1
FHR1_HUMAN,1
FHR2_HUMAN,2
FHR3_HUMAN,4
FHR4_HUMAN,2
FHR5_HUMAN,13
FIBA_HUMAN,9
FIBB_HUMAN,87
FIBG_HUMAN,4
FIBIN_HUMAN,0
FIBP_HUMAN,14
FICD_HUMAN,0
FIG4_HUMAN,7
FIGL1_HUMAN,15
FIGL2_HUMAN,0
FIGLA_HUMAN,2
FIGN_HUMAN,8
FIL1L_HUMAN,1
FILA_HUMAN,0
FILA2_HUMAN,0
FINC_HUMAN,687
FIP1_HUMAN,30
FIS1_HUMAN,8
FITM1_HUMAN,1
FITM2_HUMAN,0
FIZ1_HUMAN,0
FJX1_HUMAN,1
FKB10_HUMAN,17
FKB11_HUMAN,5
FKB14_HUMAN,5
FKB15_HUMAN,6
FKB1A_HUMAN,32
FKB1B_HUMAN,62
FKB9L_HUMAN,1
FKBP2_HUMAN,37
FKBP3_HUMAN,31
FKBP4_HUMAN,34
FKBP5_HUMAN,52
FKBP6_HUMAN,55
FKBP7_HUMAN,74
FKBP8_HUMAN,90
FKBP9_HUMAN,49
FKBPL_HUMAN,21
FKRP_HUMAN,0
FKTN_HUMAN,0
FL2D_HUMAN,119
FLCN_HUMAN,54
FLI1_HUMAN,31
FLII_HUMAN,21
FLIP1_HUMAN,4
FLNA_HUMAN,172
FLNB_HUMAN,126
FLNC_HUMAN,23
FLOT1_HUMAN,111
FLOT2_HUMAN,84
FLOWR_HUMAN,3
FLRT1_HUMAN,16
FLRT2_HUMAN,0
FLRT3_HUMAN,1
FLT3_HUMAN,122
FLT3L_HUMAN,3
FLTOP_HUMAN,0
FLVC1_HUMAN,0
FLVC2_HUMAN,1
FM25A_HUMAN,2
FM25C_HUMAN,0
FM25E_HUMAN,0
FM25G_HUMAN,2
FMAS1_HUMAN,0
FMC1_HUMAN,23
FMN1_HUMAN,2
FMN2_HUMAN,3
FMNL1_HUMAN,60
FMNL2_HUMAN,4
FMNL3_HUMAN,2
FMO1_HUMAN,6
FMO2_HUMAN,1
FMO3_HUMAN,4
FMO4_HUMAN,1
FMO5_HUMAN,5
FMO6_HUMAN,0
FMOD_HUMAN,1
FMR1_HUMAN,32
FMR1N_HUMAN,10
FMT_HUMAN,1
FN3K_HUMAN,3
FNBP1_HUMAN,16
FNBP4_HUMAN,2
FND10_HUMAN,0
FND11_HUMAN,28
FND3A_HUMAN,1
FND3B_HUMAN,41
FNDC1_HUMAN,0
FNDC4_HUMAN,19
FNDC5_HUMAN,8
FNDC7_HUMAN,0
FNDC8_HUMAN,5
FNDC9_HUMAN,21
FNIP1_HUMAN,14
FNIP2_HUMAN,11
FNTA_HUMAN,17
FNTB_HUMAN,29
FOCAD_HUMAN,1
FOG1_HUMAN,4
FOG2_HUMAN,10
FOH1B_HUMAN,0
FOLC_HUMAN,0
FOLH1_HUMAN,6
FOLR1_HUMAN,6
FOLR2_HUMAN,0
FOLR3_HUMAN,2
FONG_HUMAN,0
FOPNL_HUMAN,2
FOS_HUMAN,107
FOSB_HUMAN,16
FOSL1_HUMAN,19
FOSL2_HUMAN,61
FOXA1_HUMAN,289
FOXA2_HUMAN,11
FOXA3_HUMAN,50
FOXB1_HUMAN,136
FOXB2_HUMAN,0
FOXC1_HUMAN,32
FOXC2_HUMAN,34
FOXD1_HUMAN,0
FOXD2_HUMAN,11
FOXD3_HUMAN,19
FOXD4_HUMAN,42
FOXE1_HUMAN,96
FOXE3_HUMAN,0
FOXF1_HUMAN,21
FOXF2_HUMAN,2
FOXG1_HUMAN,73
FOXH1_HUMAN,75
FOXI1_HUMAN,21
FOXI2_HUMAN,53
FOXI3_HUMAN,0
FOXJ1_HUMAN,18
FOXJ2_HUMAN,76
FOXJ3_HUMAN,12
FOXK1_HUMAN,56
FOXK2_HUMAN,115
FOXL1_HUMAN,127
FOXL2_HUMAN,70
FOXM1_HUMAN,63
FOXN1_HUMAN,35
FOXN2_HUMAN,9
FOXN3_HUMAN,14
FOXN4_HUMAN,2
FOXNB_HUMAN,0
FOXO1_HUMAN,43
FOXO3_HUMAN,47
FOXO4_HUMAN,13
FOXO6_HUMAN,10
FOXP1_HUMAN,38
FOXP2_HUMAN,21
FOXP3_HUMAN,75
FOXP4_HUMAN,11
FOXQ1_HUMAN,110
FOXR1_HUMAN,34
FOXR2_HUMAN,36
FOXS1_HUMAN,76
FP100_HUMAN,16
FPGT_HUMAN,1
FPPS_HUMAN,52
FPR1_HUMAN,11
FPR2_HUMAN,75
FPR3_HUMAN,0
FPRP_HUMAN,3
FR1L4_HUMAN,0
FR1L5_HUMAN,0
FR1L6_HUMAN,0
FR1OP_HUMAN,148
FR8P1_HUMAN,3
FRAS1_HUMAN,0
FRAT1_HUMAN,16
FRAT2_HUMAN,0
FRDA_HUMAN,19
FREM1_HUMAN,0
FREM2_HUMAN,0
FREM3_HUMAN,0
FRG1_HUMAN,6
FRG2_HUMAN,0
FRG2B_HUMAN,0
FRG2C_HUMAN,0
FRIH_HUMAN,80
FRIL_HUMAN,18
FRITZ_HUMAN,0
FRK_HUMAN,5
FRM4A_HUMAN,1
FRM4B_HUMAN,1
FRMD1_HUMAN,45
FRMD3_HUMAN,14
FRMD5_HUMAN,14
FRMD6_HUMAN,15
FRMD7_HUMAN,2
FRMD8_HUMAN,7
FRP2L_HUMAN,0
FRPD1_HUMAN,0
FRPD2_HUMAN,2
FRPD3_HUMAN,0
FRPD4_HUMAN,0
FRRS1_HUMAN,0
FRS1L_HUMAN,0
FRS2_HUMAN,24
FRS3_HUMAN,81
FRY_HUMAN,0
FRYL_HUMAN,8
FS2P1_HUMAN,0
FSBP_HUMAN,0
FSCB_HUMAN,0
FSCN1_HUMAN,67
FSCN2_HUMAN,3
FSCN3_HUMAN,3
FSD1_HUMAN,51
FSD1L_HUMAN,1
FSD2_HUMAN,18
FSHB_HUMAN,0
FSHR_HUMAN,28
FSIP1_HUMAN,1
FSIP2_HUMAN,0
FSP1_HUMAN,35
FST_HUMAN,7
FSTL1_HUMAN,1
FSTL3_HUMAN,0
FSTL4_HUMAN,3
FSTL5_HUMAN,0
FTCD_HUMAN,6
FTM_HUMAN,147
FTMT_HUMAN,0
FTO_HUMAN,23
FUBP1_HUMAN,54
FUBP2_HUMAN,42
FUBP3_HUMAN,12
FUCM_HUMAN,13
FUCO_HUMAN,10
FUCO2_HUMAN,24
FUCT1_HUMAN,1
FUMH_HUMAN,101
FUND1_HUMAN,7
FUND2_HUMAN,13
FURIN_HUMAN,12
FUS_HUMAN,420
FUT1_HUMAN,16
FUT10_HUMAN,0
FUT11_HUMAN,0
FUT2_HUMAN,0
FUT3_HUMAN,17
FUT4_HUMAN,0
FUT5_HUMAN,0
FUT6_HUMAN,0
FUT7_HUMAN,1
FUT8_HUMAN,30
FUT9_HUMAN,7
FUZZY_HUMAN,17
FWCH1_HUMAN,15
FWCH2_HUMAN,8
FX4L1_HUMAN,7
FX4L3_HUMAN,3
FX4L4_HUMAN,0
FX4L5_HUMAN,0
FX4L6_HUMAN,16
FXDC2_HUMAN,9
FXL12_HUMAN,33
FXL14_HUMAN,25
FXL15_HUMAN,6
FXL16_HUMAN,22
FXL17_HUMAN,24
FXL18_HUMAN,11
FXL19_HUMAN,20
FXL20_HUMAN,4
FXL21_HUMAN,5
FXL22_HUMAN,4
FXO3B_HUMAN,0
FXR1_HUMAN,45
FXR2_HUMAN,97
FXRD1_HUMAN,36
FXRD2_HUMAN,31
FXYD3_HUMAN,50
FXYD4_HUMAN,0
FXYD5_HUMAN,0
FXYD6_HUMAN,43
FXYD7_HUMAN,2
FXYD8_HUMAN,0
FYB1_HUMAN,10
FYB2_HUMAN,0
FYCO1_HUMAN,37
FYN_HUMAN,124
FYV1_HUMAN,3
FZD1_HUMAN,5
FZD10_HUMAN,57
FZD2_HUMAN,2
FZD3_HUMAN,0
FZD4_HUMAN,6
FZD5_HUMAN,6
FZD6_HUMAN,2
FZD7_HUMAN,8
FZD8_HUMAN,2
FZD9_HUMAN,1
FZR1_HUMAN,770
G0S2_HUMAN,4
G137A_HUMAN,0
G137B_HUMAN,7
G137C_HUMAN,0
G2E3_HUMAN,1
G32P1_HUMAN,0
G37L1_HUMAN,13
G3BP1_HUMAN,373
G3BP2_HUMAN,34
G3P_HUMAN,67
G3PT_HUMAN,2
G3ST1_HUMAN,8
G3ST2_HUMAN,0
G3ST3_HUMAN,0
G3ST4_HUMAN,1
G45IP_HUMAN,30
G6B_HUMAN,2
G6PC_HUMAN,3
G6PC2_HUMAN,0
G6PC3_HUMAN,0
G6PD_HUMAN,45
G6PE_HUMAN,0
G6PI_HUMAN,36
G6PT1_HUMAN,0
G6PT2_HUMAN,0
G6PT3_HUMAN,0
GA113_HUMAN,0
GA2L1_HUMAN,21
GA2L2_HUMAN,2
GA2L3_HUMAN,1
GA45A_HUMAN,73
GA45B_HUMAN,28
GA45G_HUMAN,58
GAAS1_HUMAN,0
GAB1_HUMAN,20
GAB2_HUMAN,58
GAB3_HUMAN,4
GAB4_HUMAN,0
GABP1_HUMAN,23
GABP2_HUMAN,5
GABPA_HUMAN,17
GABR1_HUMAN,7
GABR2_HUMAN,7
GABT_HUMAN,21
GADL1_HUMAN,0
GAFA1_HUMAN,0
GAG10_HUMAN,0
GAG13_HUMAN,0
GAG2A_HUMAN,0
GAG2B_HUMAN,0
GAG2E_HUMAN,3
GAGE1_HUMAN,3
GAGE5_HUMAN,2
GAGE6_HUMAN,0
GAGE7_HUMAN,2
GAJU_HUMAN,0
GAK_HUMAN,71
GAK10_HUMAN,0
GAK19_HUMAN,0
GAK1A_HUMAN,0
GAK1B_HUMAN,0
GAK21_HUMAN,0
GAK24_HUMAN,0
GAK5_HUMAN,0
GAK6_HUMAN,2
GAK7_HUMAN,0
GAK8_HUMAN,0
GAK9_HUMAN,0
GAL3A_HUMAN,37
GAL3B_HUMAN,24
GALA_HUMAN,32
GALC_HUMAN,1
GALD1_HUMAN,37
GALE_HUMAN,17
GALK1_HUMAN,7
GALK2_HUMAN,12
GALM_HUMAN,2
GALNS_HUMAN,1
GALP_HUMAN,0
GALR1_HUMAN,1
GALR2_HUMAN,0
GALR3_HUMAN,0
GALT_HUMAN,3
GALT1_HUMAN,0
GALT2_HUMAN,7
GALT3_HUMAN,1
GALT4_HUMAN,1
GALT5_HUMAN,1
GALT6_HUMAN,23
GALT7_HUMAN,8
GALT8_HUMAN,1
GALT9_HUMAN,0
GAMT_HUMAN,3
GAN_HUMAN,212
GANAB_HUMAN,35
GANC_HUMAN,0
GANP_HUMAN,14
GAPD1_HUMAN,6
GAPR1_HUMAN,2
GAPT_HUMAN,0
GAR1_HUMAN,52
GARE1_HUMAN,1
GARE2_HUMAN,3
GARL3_HUMAN,0
GARS_HUMAN,40
GAS1_HUMAN,0
GAS2_HUMAN,2
GAS6_HUMAN,3
GAS7_HUMAN,25
GASP1_HUMAN,1
GASP2_HUMAN,41
GASR_HUMAN,8
GAST_HUMAN,10
GATA_HUMAN,3
GATA1_HUMAN,69
GATA2_HUMAN,43
GATA3_HUMAN,27
GATA4_HUMAN,22
GATA5_HUMAN,6
GATA6_HUMAN,6
GATB_HUMAN,8
GATC_HUMAN,17
GATD1_HUMAN,42
GATM_HUMAN,1
GBA2_HUMAN,9
GBA3_HUMAN,1
GBB1_HUMAN,58
GBB2_HUMAN,54
GBB3_HUMAN,15
GBB4_HUMAN,19
GBF1_HUMAN,237
GBG1_HUMAN,6
GBG10_HUMAN,7
GBG11_HUMAN,8
GBG12_HUMAN,8
GBG13_HUMAN,27
GBG14_HUMAN,0
GBG2_HUMAN,19
GBG3_HUMAN,16
GBG4_HUMAN,19
GBG5_HUMAN,22
GBG7_HUMAN,5
GBG8_HUMAN,1
GBGT1_HUMAN,0
GBGT2_HUMAN,5
GBP1_HUMAN,8
GBP2_HUMAN,18
GBP3_HUMAN,1
GBP4_HUMAN,1
GBP5_HUMAN,7
GBP6_HUMAN,2
GBP7_HUMAN,0
GBRA1_HUMAN,7
GBRA2_HUMAN,1
GBRA3_HUMAN,19
GBRA4_HUMAN,1
GBRA5_HUMAN,0
GBRA6_HUMAN,11
GBRAP_HUMAN,56
GBRB1_HUMAN,2
GBRB2_HUMAN,3
GBRB3_HUMAN,5
GBRD_HUMAN,14
GBRE_HUMAN,43
GBRG1_HUMAN,0
GBRG2_HUMAN,12
GBRG3_HUMAN,0
GBRL1_HUMAN,95
GBRL2_HUMAN,96
GBRL3_HUMAN,0
GBRP_HUMAN,0
GBRR1_HUMAN,6
GBRR2_HUMAN,0
GBRR3_HUMAN,0
GBRT_HUMAN,0
GBX1_HUMAN,0
GBX2_HUMAN,0
GC224_HUMAN,0
GCC1_HUMAN,18
GCC2_HUMAN,0
GCDH_HUMAN,4
GCFC2_HUMAN,11
GCH1_HUMAN,45
GCKR_HUMAN,4
GCM1_HUMAN,11
GCM2_HUMAN,22
GCN1_HUMAN,0
GCNT1_HUMAN,4
GCNT3_HUMAN,8
GCNT4_HUMAN,0
GCNT7_HUMAN,0
GCOM2_HUMAN,0
GCP2_HUMAN,49
GCP3_HUMAN,117
GCP4_HUMAN,71
GCP5_HUMAN,26
GCP6_HUMAN,15
GCP60_HUMAN,10
