UniprotID,No. Partners
LRC61_HUMAN,4
LRC63_HUMAN,0
LRC66_HUMAN,0
LRC69_HUMAN,0
LRC71_HUMAN,0
LRC72_HUMAN,0
LRC73_HUMAN,0
LRC8A_HUMAN,0
LRC8B_HUMAN,20
LRC8C_HUMAN,0
LRC8D_HUMAN,1
LRC8E_HUMAN,8
LRCC1_HUMAN,42
LRCH1_HUMAN,3
LRCH2_HUMAN,1
LRCH3_HUMAN,27
LRCH4_HUMAN,23
LRCL1_HUMAN,0
LRFN1_HUMAN,26
LRFN2_HUMAN,0
LRFN3_HUMAN,0
LRFN4_HUMAN,42
LRFN5_HUMAN,0
LRGUK_HUMAN,0
LRIF1_HUMAN,49
LRIG1_HUMAN,33
LRIG2_HUMAN,1
LRIG3_HUMAN,20
LRIQ1_HUMAN,30
LRIQ3_HUMAN,2
LRIQ4_HUMAN,0
LRIT1_HUMAN,1
LRIT2_HUMAN,0
LRIT3_HUMAN,0
LRMDA_HUMAN,1
LRMP_HUMAN,0
LRN4L_HUMAN,0
LRP1_HUMAN,89
LRP10_HUMAN,5
LRP11_HUMAN,0
LRP12_HUMAN,7
LRP1B_HUMAN,0
LRP2_HUMAN,31
LRP3_HUMAN,0
LRP4_HUMAN,10
LRP5_HUMAN,4
LRP5L_HUMAN,0
LRP6_HUMAN,20
LRP8_HUMAN,32
LRR3C_HUMAN,0
LRR70_HUMAN,0
LRRC1_HUMAN,8
LRRC2_HUMAN,0
LRRC3_HUMAN,0
LRRC4_HUMAN,12
LRRC7_HUMAN,13
LRRC9_HUMAN,0
LRRD1_HUMAN,0
LRRF1_HUMAN,20
LRRF2_HUMAN,3
LRRK1_HUMAN,85
LRRK2_HUMAN,489
LRRN1_HUMAN,4
LRRN2_HUMAN,16
LRRN3_HUMAN,2
LRRN4_HUMAN,5
LRRT1_HUMAN,36
LRRT2_HUMAN,31
LRRT3_HUMAN,0
LRRT4_HUMAN,0
LRSM1_HUMAN,24
LRTM1_HUMAN,5
LRTM2_HUMAN,0
LRWD1_HUMAN,41
LS14A_HUMAN,15
LS14B_HUMAN,7
LSAMP_HUMAN,3
LSG1_HUMAN,1
LSHB_HUMAN,3
LSHR_HUMAN,3
LSM1_HUMAN,32
LSM10_HUMAN,1
LSM11_HUMAN,6
LSM12_HUMAN,4
LSM2_HUMAN,36
LSM3_HUMAN,31
LSM4_HUMAN,51
LSM5_HUMAN,43
LSM6_HUMAN,36
LSM7_HUMAN,24
LSM8_HUMAN,42
LSMD1_HUMAN,8
LSME1_HUMAN,1
LSME2_HUMAN,8
LSP1_HUMAN,21
LSR_HUMAN,13
LST1_HUMAN,0
LST2_HUMAN,6
LST8_HUMAN,28
LT4R1_HUMAN,15
LT4R2_HUMAN,3
LTBP1_HUMAN,3
LTBP2_HUMAN,4
LTBP3_HUMAN,3
LTBP4_HUMAN,2
LTC4S_HUMAN,6
LTK_HUMAN,7
LTMD1_HUMAN,7
LTN1_HUMAN,81
LTO1_HUMAN,4
LTOR1_HUMAN,15
LTOR2_HUMAN,16
LTOR3_HUMAN,68
LTOR4_HUMAN,1
LTOR5_HUMAN,35
LTV1_HUMAN,4
LUC7L_HUMAN,96
LUM_HUMAN,8
LUR1L_HUMAN,12
LURA1_HUMAN,2
LUZP1_HUMAN,0
LUZP2_HUMAN,0
LUZP4_HUMAN,92
LUZP6_HUMAN,0
LV136_HUMAN,0
LV140_HUMAN,0
LV144_HUMAN,0
LV147_HUMAN,0
LV150_HUMAN,0
LV151_HUMAN,0
LV208_HUMAN,0
LV211_HUMAN,0
LV214_HUMAN,1
LV218_HUMAN,0
LV223_HUMAN,0
LV233_HUMAN,0
LV301_HUMAN,0
LV310_HUMAN,0
LV312_HUMAN,0
LV316_HUMAN,0
LV319_HUMAN,0
LV321_HUMAN,0
LV322_HUMAN,0
LV325_HUMAN,1
LV327_HUMAN,0
LV332_HUMAN,0
LV39_HUMAN,0
LV403_HUMAN,0
LV460_HUMAN,0
LV469_HUMAN,0
LV537_HUMAN,0
LV539_HUMAN,0
LV545_HUMAN,0
LV548_HUMAN,0
LV552_HUMAN,0
LV657_HUMAN,0
LV743_HUMAN,0
LV746_HUMAN,0
LV861_HUMAN,0
LV949_HUMAN,0
LVK55_HUMAN,0
LVX54_HUMAN,0
LX12B_HUMAN,0
LX15B_HUMAN,6
LXN_HUMAN,24
LY65B_HUMAN,0
LY65C_HUMAN,0
LY66C_HUMAN,0
LY66D_HUMAN,0
LY66F_HUMAN,0
LY6D_HUMAN,3
LY6E_HUMAN,2
LY6H_HUMAN,0
LY6K_HUMAN,0
LY6L_HUMAN,0
LY75_HUMAN,0
LY86_HUMAN,3
LY9_HUMAN,2
LY96_HUMAN,1
LYAG_HUMAN,26
LYAM1_HUMAN,11
LYAM2_HUMAN,10
LYAM3_HUMAN,4
LYAR_HUMAN,36
LYG1_HUMAN,2
LYG2_HUMAN,10
LYL1_HUMAN,6
LYN_HUMAN,144
LYNX1_HUMAN,0
LYOX_HUMAN,9
LYPA1_HUMAN,26
LYPA2_HUMAN,9
LYPD1_HUMAN,19
LYPD2_HUMAN,0
LYPD3_HUMAN,102
LYPD4_HUMAN,69
LYPD5_HUMAN,2
LYPD6_HUMAN,30
LYPD8_HUMAN,0
LYPL1_HUMAN,20
LYRIC_HUMAN,223
LYRM1_HUMAN,7
LYRM2_HUMAN,10
LYRM4_HUMAN,16
LYRM7_HUMAN,4
LYRM9_HUMAN,0
LYSC_HUMAN,0
LYSM1_HUMAN,2
LYSM2_HUMAN,2
LYSM3_HUMAN,0
LYSM4_HUMAN,0
LYST_HUMAN,23
LYVE1_HUMAN,20
LYZL1_HUMAN,37
LYZL2_HUMAN,55
LYZL4_HUMAN,0
LYZL5_HUMAN,0
LYZL6_HUMAN,0
LZIC_HUMAN,6
LZTL1_HUMAN,13
LZTR1_HUMAN,56
LZTS1_HUMAN,144
LZTS2_HUMAN,139
LZTS3_HUMAN,0
M10L1_HUMAN,1
M14OS_HUMAN,0
M17L2_HUMAN,0
M18BP_HUMAN,7
M1AP_HUMAN,6
M1BL1_HUMAN,0
M1IP1_HUMAN,1
M21D2_HUMAN,0
M2GD_HUMAN,0
M2OM_HUMAN,21
M3K1_HUMAN,111
M3K10_HUMAN,28
M3K11_HUMAN,21
M3K12_HUMAN,9
M3K13_HUMAN,15
M3K14_HUMAN,65
M3K15_HUMAN,1
M3K19_HUMAN,0
M3K2_HUMAN,26
M3K20_HUMAN,25
M3K21_HUMAN,38
M3K3_HUMAN,36
M3K4_HUMAN,17
M3K5_HUMAN,70
M3K6_HUMAN,15
M3K7_HUMAN,103
M3K8_HUMAN,18
M3K9_HUMAN,1
M3KCL_HUMAN,4
M4A10_HUMAN,0
M4A12_HUMAN,3
M4A13_HUMAN,1
M4A14_HUMAN,3
M4A15_HUMAN,0
M4A18_HUMAN,0
M4A4A_HUMAN,44
M4A4E_HUMAN,0
M4A6A_HUMAN,1
M4A6E_HUMAN,1
M4A8_HUMAN,0
M4K1_HUMAN,20
M4K2_HUMAN,24
M4K3_HUMAN,7
M4K4_HUMAN,13
M4K5_HUMAN,8
MA11_HUMAN,8
MA13P_HUMAN,0
MA1A1_HUMAN,18
MA1A2_HUMAN,0
MA1B1_HUMAN,23
MA1C1_HUMAN,2
MA2A1_HUMAN,17
MA2A2_HUMAN,6
MA2B1_HUMAN,9
MA2B2_HUMAN,9
MA2C1_HUMAN,0
MA6D1_HUMAN,0
MA7D1_HUMAN,4
MA7D2_HUMAN,13
MA7D3_HUMAN,4
MAAI_HUMAN,10
MAAS1_HUMAN,0
MABP1_HUMAN,42
MACC1_HUMAN,0
MACD1_HUMAN,27
MACD2_HUMAN,0
MACF1_HUMAN,3
MACIR_HUMAN,2
MACOI_HUMAN,7
MAD1_HUMAN,34
MAD3_HUMAN,28
MAD4_HUMAN,3
MADCA_HUMAN,4
MADD_HUMAN,2
MADL2_HUMAN,1
MAEA_HUMAN,16
MAEL_HUMAN,15
MAF_HUMAN,19
MAF1_HUMAN,10
MAFA_HUMAN,10
MAFB_HUMAN,22
MAFF_HUMAN,30
MAFG_HUMAN,21
MAFIP_HUMAN,33
MAFK_HUMAN,8
MAG_HUMAN,10
MAGA1_HUMAN,79
MAGA2_HUMAN,5
MAGA3_HUMAN,4
MAGA4_HUMAN,31
MAGA5_HUMAN,0
MAGA6_HUMAN,48
MAGA8_HUMAN,10
MAGA9_HUMAN,1
MAGAA_HUMAN,40
MAGAB_HUMAN,93
MAGAC_HUMAN,15
MAGB1_HUMAN,5
MAGB2_HUMAN,27
MAGB3_HUMAN,1
MAGB4_HUMAN,37
MAGB5_HUMAN,0
MAGB6_HUMAN,0
MAGBA_HUMAN,49
MAGBG_HUMAN,0
MAGBH_HUMAN,0
MAGBI_HUMAN,2
MAGC1_HUMAN,7
MAGC2_HUMAN,28
MAGC3_HUMAN,1
MAGD1_HUMAN,87
MAGD2_HUMAN,36
MAGD4_HUMAN,0
MAGE1_HUMAN,11
MAGE2_HUMAN,7
MAGF1_HUMAN,17
MAGH1_HUMAN,12
MAGI1_HUMAN,93
MAGI2_HUMAN,13
MAGI3_HUMAN,6
MAGIX_HUMAN,23
MAGL2_HUMAN,6
MAGT1_HUMAN,9
MAIP1_HUMAN,33
MAJIN_HUMAN,3
MAK_HUMAN,15
MAK16_HUMAN,44
MAL_HUMAN,21
MAL2_HUMAN,19
MALD1_HUMAN,0
MALD2_HUMAN,10
MALD3_HUMAN,0
MALL_HUMAN,37
MALR1_HUMAN,0
MALT1_HUMAN,30
MAMC2_HUMAN,5
MAMD1_HUMAN,0
MAML1_HUMAN,14
MAML2_HUMAN,2
MAML3_HUMAN,2
MAN1_HUMAN,0
MANBA_HUMAN,0
MANBL_HUMAN,17
MANEA_HUMAN,1
MANEL_HUMAN,0
MANF_HUMAN,2
MANS1_HUMAN,89
MANS4_HUMAN,0
MAOM_HUMAN,7
MAON_HUMAN,0
MAOX_HUMAN,8
MAP10_HUMAN,1
MAP11_HUMAN,3
MAP12_HUMAN,1
MAP1A_HUMAN,3
MAP1B_HUMAN,5
MAP1S_HUMAN,17
MAP2_HUMAN,21
MAP4_HUMAN,13
MAP6_HUMAN,0
MAP7_HUMAN,2
MAP9_HUMAN,5
MAPK2_HUMAN,47
MAPK3_HUMAN,18
MAPK5_HUMAN,14
MAR1_HUMAN,2
MARC1_HUMAN,0
MARC2_HUMAN,0
MARCO_HUMAN,3
MARCS_HUMAN,39
MARE1_HUMAN,154
MARE2_HUMAN,15
MARE3_HUMAN,44
MARF1_HUMAN,12
MARH1_HUMAN,0
MARH2_HUMAN,0
MARH3_HUMAN,0
MARH4_HUMAN,0
MARH5_HUMAN,0
MARH6_HUMAN,0
MARH7_HUMAN,0
MARH8_HUMAN,0
MARH9_HUMAN,0
MARHA_HUMAN,0
MARHB_HUMAN,0
MARK1_HUMAN,8
MARK2_HUMAN,69
MARK3_HUMAN,48
MARK4_HUMAN,36
MAS_HUMAN,66
MAS1L_HUMAN,0
MASP1_HUMAN,3
MASP2_HUMAN,12
MAST1_HUMAN,37
MAST2_HUMAN,6
MAST3_HUMAN,86
MAST4_HUMAN,0
MASTR_HUMAN,0
MASU1_HUMAN,6
MAT1_HUMAN,38
MAT2B_HUMAN,17
MATK_HUMAN,13
MATN1_HUMAN,3
MATN2_HUMAN,32
MATN3_HUMAN,9
MATN4_HUMAN,11
MATR3_HUMAN,246
MAVS_HUMAN,59
MAX_HUMAN,193
MAZ_HUMAN,6
MB12A_HUMAN,13
MB12B_HUMAN,5
MB211_HUMAN,9
MB212_HUMAN,118
MB213_HUMAN,9
MB214_HUMAN,1
MB3L1_HUMAN,36
MB3L2_HUMAN,11
MB3L3_HUMAN,0
MB3L4_HUMAN,0
MB3L5_HUMAN,0
MB3LB_HUMAN,0
MBB1A_HUMAN,47
MBD1_HUMAN,224
MBD2_HUMAN,45
MBD3_HUMAN,71
MBD4_HUMAN,91
MBD5_HUMAN,16
MBD6_HUMAN,1
MBIP1_HUMAN,46
MBL2_HUMAN,5
MBLC1_HUMAN,5
MBLC2_HUMAN,19
MBNL1_HUMAN,21
MBNL2_HUMAN,2
MBNL3_HUMAN,5
MBOA1_HUMAN,30
MBOA2_HUMAN,0
MBOA4_HUMAN,0
MBOA5_HUMAN,0
MBOA7_HUMAN,3
MBP_HUMAN,35
MBPHL_HUMAN,5
MBRL_HUMAN,0
MBTD1_HUMAN,20
MBTP1_HUMAN,3
MBTP2_HUMAN,27
MC3R_HUMAN,0
MC4R_HUMAN,0
MC5R_HUMAN,0
MCA3_HUMAN,25
MCAF1_HUMAN,16
MCAF2_HUMAN,6
MCAT_HUMAN,33
MCATL_HUMAN,0
MCCA_HUMAN,0
MCCB_HUMAN,11
MCCD1_HUMAN,0
MCE1_HUMAN,47
MCEE_HUMAN,4
MCEM1_HUMAN,5
MCES_HUMAN,9
MCF2_HUMAN,6
MCF2L_HUMAN,4
MCFD2_HUMAN,17
MCH_HUMAN,1
MCHL1_HUMAN,0
MCHL2_HUMAN,0
MCHR1_HUMAN,0
MCHR2_HUMAN,0
MCIN_HUMAN,28
MCL1_HUMAN,63
MCLN1_HUMAN,3
MCLN2_HUMAN,0
MCLN3_HUMAN,57
MCM10_HUMAN,26
MCM2_HUMAN,849
MCM3_HUMAN,70
MCM4_HUMAN,50
MCM5_HUMAN,184
MCM6_HUMAN,45
MCM7_HUMAN,931
MCM8_HUMAN,7
MCM9_HUMAN,26
MCMBP_HUMAN,18
MCMD2_HUMAN,0
MCP_HUMAN,12
MCPH1_HUMAN,88
MCR_HUMAN,25
MCRI1_HUMAN,0
MCRI2_HUMAN,1
MCRS1_HUMAN,61
MCSP_HUMAN,66
MCTP1_HUMAN,0
MCTP2_HUMAN,1
MCTS1_HUMAN,13
MCU_HUMAN,6
MCUB_HUMAN,1
MCUR1_HUMAN,1
MD12L_HUMAN,3
MD13L_HUMAN,4
MD1L1_HUMAN,60
MD2BP_HUMAN,48
MD2L1_HUMAN,144
MD2L2_HUMAN,182
MDC1_HUMAN,281
MDEAS_HUMAN,26
MDFI_HUMAN,326
MDFI2_HUMAN,0
MDFIC_HUMAN,8
MDGA1_HUMAN,0
MDGA2_HUMAN,0
MDH1B_HUMAN,0
MDHC_HUMAN,20
MDHM_HUMAN,22
MDM1_HUMAN,2
MDM2_HUMAN,447
MDM4_HUMAN,59
MDN1_HUMAN,8
MDR1_HUMAN,8
MDR3_HUMAN,2
MDS2_HUMAN,0
ME15P_HUMAN,0
ME3L1_HUMAN,0
ME3L2_HUMAN,0
MEA1_HUMAN,2
MEAK7_HUMAN,6
MECOM_HUMAN,187
MECP2_HUMAN,129
MECR_HUMAN,5
MED1_HUMAN,76
MED10_HUMAN,57
MED11_HUMAN,18
MED12_HUMAN,93
MED13_HUMAN,36
MED14_HUMAN,49
MED15_HUMAN,34
MED16_HUMAN,12
MED17_HUMAN,21
MED18_HUMAN,45
MED19_HUMAN,58
MED20_HUMAN,111
MED21_HUMAN,98
MED22_HUMAN,40
MED23_HUMAN,155
MED24_HUMAN,35
MED25_HUMAN,40
MED26_HUMAN,75
MED27_HUMAN,6
MED28_HUMAN,77
MED29_HUMAN,52
MED30_HUMAN,25
MED31_HUMAN,6
MED4_HUMAN,317
MED6_HUMAN,19
MED7_HUMAN,48
MED8_HUMAN,23
MED9_HUMAN,108
MEDAG_HUMAN,3
MEF2A_HUMAN,39
MEF2B_HUMAN,6
MEF2C_HUMAN,22
MEF2D_HUMAN,18
MEFV_HUMAN,11
MEG10_HUMAN,6
MEG11_HUMAN,0
MEGF6_HUMAN,0
MEGF8_HUMAN,0
MEGF9_HUMAN,0
MEI1_HUMAN,0
MEI4_HUMAN,0
MEIG1_HUMAN,0
MEIKN_HUMAN,0
MEIOB_HUMAN,1
MEIOC_HUMAN,0
MEIS1_HUMAN,8
MEIS2_HUMAN,39
MEIS3_HUMAN,18
MELK_HUMAN,31
MELPH_HUMAN,6
MELT_HUMAN,0
MEMO1_HUMAN,22
MEN1_HUMAN,37
MENT_HUMAN,5
MEOX1_HUMAN,93
MEOX2_HUMAN,548
MEP1A_HUMAN,10
MEP1B_HUMAN,3
MEP50_HUMAN,198
MEPCE_HUMAN,740
MEPE_HUMAN,4
MER34_HUMAN,0
MERB1_HUMAN,17
MERL_HUMAN,221
MERTK_HUMAN,3
MESD_HUMAN,39
MESH1_HUMAN,3
MESP1_HUMAN,0
MESP2_HUMAN,5
MEST_HUMAN,23
MET_HUMAN,43
MET14_HUMAN,344
MET15_HUMAN,4
MET16_HUMAN,6
MET17_HUMAN,21
MET18_HUMAN,40
MET22_HUMAN,25
MET23_HUMAN,25
MET24_HUMAN,0
MET25_HUMAN,4
MET27_HUMAN,13
MET2A_HUMAN,12
MET2B_HUMAN,1
MET7A_HUMAN,0
MET7B_HUMAN,0
METH_HUMAN,2
METK1_HUMAN,9
METK2_HUMAN,15
METL4_HUMAN,0
METL5_HUMAN,2
METL6_HUMAN,9
METL8_HUMAN,2
METL9_HUMAN,0
METRL_HUMAN,0
METRN_HUMAN,0
MEX3A_HUMAN,1
MEX3B_HUMAN,10
MEX3C_HUMAN,64
MEX3D_HUMAN,2
MF13A_HUMAN,7
MF14A_HUMAN,0
MF14B_HUMAN,38
MF14C_HUMAN,0
MF2L2_HUMAN,3
MFA3L_HUMAN,0
MFAP1_HUMAN,90
MFAP2_HUMAN,2
MFAP3_HUMAN,2
MFAP4_HUMAN,0
MFAP5_HUMAN,0
MFD4A_HUMAN,13
MFF_HUMAN,38
MFGM_HUMAN,2
MFHA1_HUMAN,88
MFI_HUMAN,3
MFN1_HUMAN,9
MFN2_HUMAN,8
MFNG_HUMAN,0
MFR1L_HUMAN,4
MFRN1_HUMAN,1
MFRN2_HUMAN,24
MFRP_HUMAN,0
MFS10_HUMAN,0
MFS11_HUMAN,8
MFS12_HUMAN,1
MFS2B_HUMAN,0
MFS4B_HUMAN,2
MFS6L_HUMAN,0
MFSD1_HUMAN,0
MFSD3_HUMAN,4
MFSD5_HUMAN,13
MFSD6_HUMAN,17
MFSD8_HUMAN,3
MFSD9_HUMAN,0
MFTC_HUMAN,16
MGA_HUMAN,0
MGAL_HUMAN,0
MGAP_HUMAN,0
MGAT1_HUMAN,0
MGAT2_HUMAN,0
MGAT3_HUMAN,1
MGDP1_HUMAN,41
MGLL_HUMAN,22
MGME1_HUMAN,8
MGMT_HUMAN,71
MGN_HUMAN,189
MGN2_HUMAN,60
MGP_HUMAN,17
MGRN1_HUMAN,25
MGST1_HUMAN,57
MGST2_HUMAN,21
MGST3_HUMAN,164
MGT4A_HUMAN,0
MGT4B_HUMAN,6
MGT4C_HUMAN,36
MGT4D_HUMAN,0
MGT5A_HUMAN,0
MGT5B_HUMAN,52
MHAS1_HUMAN,0
MI1HG_HUMAN,0
MI4GD_HUMAN,16
MIA_HUMAN,0
MIA2_HUMAN,35
MIA40_HUMAN,18
MIB1_HUMAN,63
MIB2_HUMAN,8
MIC10_HUMAN,38
MIC13_HUMAN,17
MIC19_HUMAN,28
MIC25_HUMAN,7
MIC26_HUMAN,0
MIC27_HUMAN,33
MIC60_HUMAN,51
MICA_HUMAN,13
MICA1_HUMAN,4
MICA2_HUMAN,1
MICA3_HUMAN,5
MICB_HUMAN,10
MICLK_HUMAN,0
MICU1_HUMAN,8
MICU2_HUMAN,12
MICU3_HUMAN,0
MID49_HUMAN,10
MID51_HUMAN,23
MIDN_HUMAN,4
MIDUO_HUMAN,23
MIEAP_HUMAN,3
MIEN1_HUMAN,4
MIER1_HUMAN,5
MIER2_HUMAN,30
MIER3_HUMAN,1
MIF_HUMAN,48
MIGA1_HUMAN,0
MIGA2_HUMAN,6
MIIP_HUMAN,14
MILK1_HUMAN,6
MILK2_HUMAN,1
MILR1_HUMAN,7
MIME_HUMAN,7
MINK1_HUMAN,2
MINP1_HUMAN,6
MINT_HUMAN,19
MINY1_HUMAN,4
MINY2_HUMAN,24
MINY3_HUMAN,23
MINY4_HUMAN,69
MIO_HUMAN,15
MIOX_HUMAN,1
MIP_HUMAN,32
MIPEP_HUMAN,33
MIPO1_HUMAN,26
MIPT3_HUMAN,65
MIRH1_HUMAN,0
MIRO1_HUMAN,3
MIRO2_HUMAN,23
MIS_HUMAN,16
MIS12_HUMAN,105
MISP_HUMAN,62
MISP3_HUMAN,0
MISSL_HUMAN,10
MITD1_HUMAN,6
MITF_HUMAN,17
MITOK_HUMAN,27
MITOS_HUMAN,7
MIXL1_HUMAN,0
MIY4B_HUMAN,0
MK_HUMAN,47
MK01_HUMAN,187
MK03_HUMAN,157
MK04_HUMAN,10
MK06_HUMAN,444
MK07_HUMAN,53
MK08_HUMAN,149
MK09_HUMAN,114
MK10_HUMAN,39
MK11_HUMAN,29
MK12_HUMAN,21
MK13_HUMAN,96
MK14_HUMAN,198
MK15_HUMAN,17
MK67I_HUMAN,120
MKKS_HUMAN,8
MKLN1_HUMAN,20
MKNK1_HUMAN,20
MKNK2_HUMAN,38
MKRN1_HUMAN,59
MKRN2_HUMAN,6
MKRN3_HUMAN,53
MKRN4_HUMAN,0
MKRN5_HUMAN,0
MKROS_HUMAN,0
MKS1_HUMAN,54
MKS3_HUMAN,50
MKX_HUMAN,9
ML12A_HUMAN,40
ML12B_HUMAN,7
MLC1_HUMAN,11
MLEC_HUMAN,8
MLF1_HUMAN,52
MLF2_HUMAN,19
MLH1_HUMAN,173
MLH3_HUMAN,7
MLIP_HUMAN,3
MLKL_HUMAN,14
MLN_HUMAN,1
MLP3A_HUMAN,137
MLP3B_HUMAN,112
MLP3C_HUMAN,31
MLRA_HUMAN,4
MLRS_HUMAN,0
MLRV_HUMAN,11
MLX_HUMAN,35
MLXIP_HUMAN,3
MLXPL_HUMAN,5
MMAA_HUMAN,3
MMAB_HUMAN,1
MMAC_HUMAN,2
MMAD_HUMAN,0
MMEL1_HUMAN,0
MMGT1_HUMAN,121
MMP1_HUMAN,4
MMP10_HUMAN,15
MMP11_HUMAN,0
MMP12_HUMAN,1
MMP13_HUMAN,1
MMP14_HUMAN,20
MMP15_HUMAN,0
MMP16_HUMAN,0
MMP17_HUMAN,0
MMP19_HUMAN,0
MMP2_HUMAN,32
MMP20_HUMAN,3
MMP21_HUMAN,0
MMP23_HUMAN,0
MMP24_HUMAN,0
MMP25_HUMAN,8
MMP26_HUMAN,16
MMP27_HUMAN,0
MMP28_HUMAN,7
MMP3_HUMAN,11
MMP7_HUMAN,24
MMP8_HUMAN,1
MMP9_HUMAN,18
MMPOS_HUMAN,0
MMRN1_HUMAN,14
MMRN2_HUMAN,3
MMS19_HUMAN,159
MMS22_HUMAN,18
MMSA_HUMAN,8
MMTA2_HUMAN,20
MN1_HUMAN,2
MNAR1_HUMAN,1
MNARL_HUMAN,0
MND1_HUMAN,8
MNDA_HUMAN,7
MNS1_HUMAN,16
MNT_HUMAN,9
MNX1_HUMAN,0
MO2R1_HUMAN,13
MO2R2_HUMAN,0
MO4L1_HUMAN,87
MO4L2_HUMAN,83
MOAP1_HUMAN,20
MOB1A_HUMAN,46
MOB1B_HUMAN,30
MOB2_HUMAN,5
MOB3A_HUMAN,4
MOB3B_HUMAN,4
MOB3C_HUMAN,5
MOBP_HUMAN,18
MOC2A_HUMAN,0
MOC2B_HUMAN,0
MOCOS_HUMAN,3
MOCS1_HUMAN,1
MOCS3_HUMAN,12
MOD5_HUMAN,1
MOES_HUMAN,93
MOFA1_HUMAN,13
MOG_HUMAN,0
MOG1_HUMAN,2
MOGS_HUMAN,27
MOGT1_HUMAN,0
MOGT2_HUMAN,2
MOGT3_HUMAN,1
MOK_HUMAN,8
MON1A_HUMAN,3
MON1B_HUMAN,7
MON2_HUMAN,3
MOONR_HUMAN,89
MORC1_HUMAN,5
MORC2_HUMAN,1
MORC3_HUMAN,11
MORC4_HUMAN,2
MORN_HUMAN,0
MORN1_HUMAN,0
MORN2_HUMAN,0
MORN3_HUMAN,33
MORN4_HUMAN,11
MORN5_HUMAN,5
MOS_HUMAN,36
MOSMO_HUMAN,0
MOST1_HUMAN,0
MOT1_HUMAN,2
MOT10_HUMAN,3
MOT11_HUMAN,3
MOT12_HUMAN,0
MOT13_HUMAN,1
MOT14_HUMAN,3
MOT2_HUMAN,8
MOT3_HUMAN,0
MOT4_HUMAN,4
MOT5_HUMAN,0
MOT6_HUMAN,1
MOT7_HUMAN,6
MOT8_HUMAN,19
MOT9_HUMAN,0
MOTI_HUMAN,1
MOTSC_HUMAN,0
MOV10_HUMAN,967
MOXD1_HUMAN,7
MOXD2_HUMAN,0
MP17L_HUMAN,1
MP2K1_HUMAN,84
MP2K2_HUMAN,25
MP2K3_HUMAN,79
MP2K4_HUMAN,25
MP2K5_HUMAN,56
MP2K6_HUMAN,28
MP2K7_HUMAN,23
MP3B2_HUMAN,0
MPC1_HUMAN,1
MPC1L_HUMAN,0
MPC2_HUMAN,5
MPCP_HUMAN,84
MPDZ_HUMAN,6
MPEG1_HUMAN,0
MPH6_HUMAN,46
MPI_HUMAN,12
MPIP1_HUMAN,110
MPIP2_HUMAN,103
MPIP3_HUMAN,107
MPLKI_HUMAN,0
MPND_HUMAN,0
MPP10_HUMAN,13
MPP2_HUMAN,17
MPP3_HUMAN,67
MPP4_HUMAN,1
MPP5_HUMAN,27
MPP6_HUMAN,20
MPP7_HUMAN,2
MPP8_HUMAN,50
MPP9_HUMAN,6
MPPA_HUMAN,61
MPPB_HUMAN,27
MPPD1_HUMAN,22
MPPD2_HUMAN,13
MPPE1_HUMAN,72
MPRD_HUMAN,29
MPRI_HUMAN,35
MPRIP_HUMAN,10
MPTX_HUMAN,0
MPU1_HUMAN,6
MPV17_HUMAN,40
MPZL1_HUMAN,9
MPZL2_HUMAN,2
MPZL3_HUMAN,1
MR1L1_HUMAN,17
MRAP_HUMAN,0
MRAP2_HUMAN,58
MRAS1_HUMAN,0
MRC1_HUMAN,0
MRC2_HUMAN,1
MRCKA_HUMAN,0
MRCKB_HUMAN,5
MRCKG_HUMAN,3
MRCOL_HUMAN,0
MRE11_HUMAN,0
MREG_HUMAN,8
MRES1_HUMAN,36
MRFL_HUMAN,0
MRGBP_HUMAN,49
MRGRD_HUMAN,0
MRGRE_HUMAN,0
MRGRF_HUMAN,0
MRGRG_HUMAN,0
MRGX1_HUMAN,4
MRGX2_HUMAN,0
MRGX3_HUMAN,0
MRGX4_HUMAN,0
MRM1_HUMAN,267
MRM2_HUMAN,0
MRM3_HUMAN,22
MRNIP_HUMAN,2
MRO2A_HUMAN,0
MRO2B_HUMAN,0
MROH1_HUMAN,0
MROH5_HUMAN,0
MROH6_HUMAN,0
MROH7_HUMAN,0
MROH8_HUMAN,1
MROH9_HUMAN,0
MRP_HUMAN,30
MRP1_HUMAN,34
MRP2_HUMAN,45
MRP3_HUMAN,4
MRP4_HUMAN,27
MRP5_HUMAN,5
MRP6_HUMAN,50
MRP7_HUMAN,0
MRP9_HUMAN,0
MRPP3_HUMAN,0
MRS2_HUMAN,0
MRT4_HUMAN,32
MRTFA_HUMAN,31
MRTFB_HUMAN,2
MRUPP_HUMAN,0
MRVI1_HUMAN,2
MS18A_HUMAN,38
MS18B_HUMAN,153
MS3L1_HUMAN,8
MS3L2_HUMAN,0
MS4A3_HUMAN,25
MS4A5_HUMAN,0
MS4A7_HUMAN,5
MSD1_HUMAN,0
MSD2_HUMAN,1
MSD3_HUMAN,1
MSD4_HUMAN,2
MSGN1_HUMAN,14
MSH2_HUMAN,72
MSH3_HUMAN,9
MSH4_HUMAN,11
MSH5_HUMAN,4
MSH6_HUMAN,36
MSHR_HUMAN,3
MSI1H_HUMAN,3
MSI2H_HUMAN,11
MSL1_HUMAN,24
MSL2_HUMAN,17
MSLN_HUMAN,10
MSLNL_HUMAN,0
MSMB_HUMAN,2
MSMO1_HUMAN,15
