UniprotID
GRB2_HUMAN
GRN_HUMAN
GRP75_HUMAN
GSH0_HUMAN
GSH1_HUMAN
GSHB_HUMAN
GSHR_HUMAN
GSK3A_HUMAN
GSK3B_HUMAN
GSTA4_HUMAN
GSTP1_HUMAN
H2AX_HUMAN
HBP1_HUMAN
HD_HUMAN
HDAC1_HUMAN
HDAC2_HUMAN
HDAC3_HUMAN
HELLS_HUMAN
HESX1_HUMAN
HIC1_HUMAN
HIF1A_HUMAN
HMGB1_HUMAN
HMGB2_HUMAN
HS71A_HUMAN
HS71B_HUMAN
HS90A_HUMAN
HSF1_HUMAN
HSP7C_HUMAN
HTRA2_HUMAN
HXB7_HUMAN
HXC4_HUMAN
IBP2_HUMAN
IBP3_HUMAN
IF5A2_HUMAN
IFNB_HUMAN
IGF1_HUMAN
IGF1R_HUMAN
IGF2_HUMAN
IKBA_HUMAN
IKKB_HUMAN
IL2_HUMAN
IL2RG_HUMAN
IL6_HUMAN
IL7_HUMAN
IL7RA_HUMAN
INS_HUMAN
INSR_HUMAN
IRS1_HUMAN
IRS2_HUMAN
JAK2_HUMAN
JUN_HUMAN
JUND_HUMAN
KC1E_HUMAN
KCNA3_HUMAN
KLOT_HUMAN
KPCA_HUMAN
KPCD_HUMAN
LEP_HUMAN
LEPR_HUMAN
LMNA_HUMAN
LMNB1_HUMAN
LRP2_HUMAN
M3K5_HUMAN
MAD1_HUMAN
MAX_HUMAN
MCA3_HUMAN
MCH_HUMAN
MDM2_HUMAN
MED1_HUMAN
MIF_HUMAN
MK03_HUMAN
MK08_HUMAN
MK09_HUMAN
MK14_HUMAN
MLH1_HUMAN
MSRA_HUMAN
MT1E_HUMAN
MTOR_HUMAN
MXI1_HUMAN
MYC_HUMAN
NBN_HUMAN
NCOR1_HUMAN
NCOR2_HUMAN
NDOR1_HUMAN
NF2L1_HUMAN
NF2L2_HUMAN
NFKB1_HUMAN
NFKB2_HUMAN
NGF_HUMAN
NOGG_HUMAN
NRG1_HUMAN
NSE2_HUMAN
NTM1A_HUMAN
P53_HUMAN
P5CR1_HUMAN
P63_HUMAN
P73_HUMAN
P85A_HUMAN
PAI1_HUMAN
PAPP1_HUMAN
PARP1_HUMAN
PCKGC_HUMAN
PCNA_HUMAN
PDGFB_HUMAN
PDPK1_HUMAN
PEX5_HUMAN
PGFRA_HUMAN
PGFRB_HUMAN
PGH2_HUMAN
PIMT_HUMAN
PIN1_HUMAN
PIT1_HUMAN
PK3CA_HUMAN
PK3CB_HUMAN
PLCB_HUMAN
PLCG2_HUMAN
PML_HUMAN
PON1_HUMAN
PP1A_HUMAN
PPARA_HUMAN
PPARG_HUMAN
PPM1D_HUMAN
PRDX1_HUMAN
PRGC1_HUMAN
PRKDC_HUMAN
PROP1_HUMAN
PSN1_HUMAN
PTEN_HUMAN
PTHR_HUMAN
PTN1_HUMAN
PTN11_HUMAN
RAD51_HUMAN
RAD52_HUMAN
RAE1L_HUMAN
RASF9_HUMAN
RASH_HUMAN
RB_HUMAN
RBM38_HUMAN
RECQ4_HUMAN
RET_HUMAN
RFA1_HUMAN
RGN_HUMAN
RHG01_HUMAN
RICTR_HUMAN
S100B_HUMAN
S13A1_HUMAN
SHC1_HUMAN
SIN3A_HUMAN
SIR1_HUMAN
SIR3_HUMAN
SIR6_HUMAN
SIR7_HUMAN
SLIB_HUMAN
SMS_HUMAN
SOCS2_HUMAN
SODC_HUMAN
SODM_HUMAN
SOMA_HUMAN
SP1_HUMAN
SPRTN_HUMAN
SQSTM_HUMAN
SSR3_HUMAN
STA5A_HUMAN
STA5B_HUMAN
STAG1_HUMAN
STAT3_HUMAN
STK11_HUMAN
SUMO1_HUMAN
SUN1_HUMAN
SYUG_HUMAN
TACO1_HUMAN
TAF1_HUMAN
TAU_HUMAN
TBP_HUMAN
TERA_HUMAN
TERF1_HUMAN
TERF2_HUMAN
TERT_HUMAN
TF2H2_HUMAN
TF65_HUMAN
TFDP1_HUMAN
TFE2_HUMAN
TGFB1_HUMAN
THIO_HUMAN
TIM23_HUMAN
TNFA_HUMAN
TNR16_HUMAN
TNR6_HUMAN
TOP1_HUMAN
TOP2A_HUMAN
TOP2B_HUMAN
TOP3B_HUMAN
TP53B_HUMAN
TPP2_HUMAN
TRAP1_HUMAN
TRPV1_HUMAN
UBB_HUMAN
UBC9_HUMAN
UCHL1_HUMAN
UCP1_HUMAN
UCP2_HUMAN
UCP3_HUMAN
UROK_HUMAN
VEGFA_HUMAN
VGFR1_HUMAN
WRN_HUMAN
XPA_HUMAN
XPF_HUMAN
XRCC5_HUMAN
XRCC6_HUMAN
